frame,timestamp,fps,pose_confidence,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE
30,1.25,24.0,0.9703797077139219,40.49778519747688,108.4678892043121,116.67337172911543,158.4632478199095,151.58217380091267,155.48299470145957,127.29444404873367,121.97542803513672
31,1.2916666666666667,24.0,0.969612588485082,39.026846426656626,108.93965105915977,112.58872671844874,158.5921664996616,151.99156550353226,156.07782957595393,128.0837190870497,123.33558545687752
32,1.3333333333333333,24.0,0.9684897611538569,39.764649960259504,112.26149217721577,123.4517569280744,158.29006144428618,156.5186471800022,160.08168026347985,131.59069752484567,130.35309397776797
33,1.375,24.0,0.9671392068266869,40.89543832645215,112.39775402739399,117.24125009338108,158.306274833349,157.39184885931192,159.78188907644926,132.04581422126572,130.30075013254597
34,1.4166666666666667,24.0,0.9660787011186281,45.02126777616615,112.23090914746437,124.8706588102747,160.44764270595078,152.562987622264,151.778527369561,127.79087405259747,126.03755600088573
35,1.4583333333333333,24.0,0.9649585410952568,45.86597586533211,110.19462690078846,123.3251308418145,159.9917439792455,157.86417914663863,153.52501499399958,128.93592174269025,128.43770854924222
36,1.5,24.0,0.9640508443117142,44.642800919010654,107.33324395716893,126.301614863156,159.7558331760866,159.9038996570014,151.26384083688217,133.33196008154673,128.0601095951076
37,1.5416666666666667,24.0,0.963414708773295,38.692199293195706,104.95396975850919,118.3922176329195,159.0421965624626,163.56676820778154,155.26885185810312,138.69380482243884,128.59833940504382
38,1.5833333333333333,24.0,0.9605929503838221,37.82962916310003,108.68242259481266,129.11962864020109,157.29690445665452,159.81806428813852,155.48482322468374,141.42690108609955,133.43159289399574
39,1.625,24.0,0.9604542429248492,34.93925608126444,107.54683981439518,129.1128420138383,155.7366805441061,159.87151472551878,158.40616268841748,140.61055451184862,136.62819919789663
40,1.6666666666666667,24.0,0.96091811110576,29.831949757951204,101.7489267041687,116.896761339851,156.75909766555716,167.83640240448432,153.4035597259469,143.25033092672658,131.27950617210476
41,1.7083333333333333,24.0,0.9616771961251894,23.104387589815016,91.57149167824048,116.13199971134898,148.60369381814,166.08754175339232,153.27465608245225,138.0102545302076,128.81042759789187
42,1.75,24.0,0.962882769604524,19.173147512076095,92.4679071120818,118.4566057639234,156.8552330340864,158.54063160866357,153.62160101300472,135.65214245633513,129.90723497626942
43,1.7916666666666667,24.0,0.9626108656326929,16.9231353400323,91.22528597441185,116.08485764108507,155.98987653378603,155.98202206060435,151.20449523128698,131.8255334752348,126.76077663348244
44,1.8333333333333333,24.0,0.9613782788316408,18.22840623136586,86.43106205211164,136.5069425024217,164.66066148423644,165.59471564125946,159.7204320597639,133.00964320707,135.14102866953993
45,1.875,24.0,0.9612858419617017,19.67524279502747,88.88982550975489,124.58329276237494,165.28611216158717,156.9140366724914,153.01336801534276,131.82917711630805,135.3593117568547
46,1.9166666666666667,24.0,0.9606533820430437,22.403382222497306,82.35669072290742,118.66791430193359,164.2683358227006,156.70366298178638,147.8779216656852,131.91101696113668,134.2195389953521
47,1.9583333333333333,24.0,0.9561641092101733,24.304415474929037,76.55582759819092,114.66995475050514,157.9104467792894,158.77057547968155,148.13956519036478,136.68611533193905,138.678829621146
48,2.0,24.0,0.9497013464570045,43.9307253794363,58.71972189400965,104.80552886009085,157.28768925084347,166.00976728191796,145.64750256380754,140.17005337390407,137.003175057243
49,2.0416666666666665,24.0,0.9423871710896492,48.92268914470789,45.08640616830149,110.587939417833,144.2952424962311,165.56211884127205,147.0701657830561,139.20948105192758,137.24888201883914
50,2.0833333333333335,24.0,0.9363553871711096,48.69731456887687,51.347674184591995,110.63846275604143,145.8499080626503,164.5402365799334,151.35972828528776,142.1405836529169,142.19872071166324
51,2.125,24.0,0.9306983525554339,56.42489610749883,53.570166094110405,114.70620507186763,146.47771819730792,163.62930297927454,155.91708451908832,144.62807659656153,140.43706836014633
52,2.1666666666666665,24.0,0.9255381077528,53.56210077872615,54.86382154471528,116.19992219569129,148.09935981648243,162.08142446393524,151.82437430739537,141.6322723320087,143.0247388817143
53,2.2083333333333335,24.0,0.9205457220474879,49.83834681360646,56.70443655091576,122.76474781788924,147.28812402011246,162.563384189426,155.37427944360996,141.60099410019603,143.99066399641305
54,2.25,24.0,0.9162260442972183,44.88587966132623,56.936615812657045,124.10971548361208,140.0457992251405,162.4057366757008,156.23290281148192,141.05655170957664,142.01074106406128
55,2.2916666666666665,24.0,0.9131196215748787,39.143007108703685,54.00679884995227,107.8291626508278,140.78325784997463,162.60656130846743,158.65088310955085,144.7609170557943,144.03171897471438
56,2.3333333333333335,24.0,0.9097787924110889,12.432403186570165,34.72422448245674,103.78311512678522,99.79206427880251,162.02797456559958,162.28741897416683,142.96179949804892,151.12513478038753
57,2.375,24.0,0.9079878553748131,nan,49.9371168928719,nan,110.19138630244382,162.2726536895432,162.0169730266547,145.55193853573059,149.684205327282
58,2.4166666666666665,24.0,0.9060468847552935,nan,50.62339809137905,nan,115.8303666169818,162.71865142479706,165.0851615724331,146.9398238132159,151.19403290255076
59,2.4583333333333335,24.0,0.9040302957097689,nan,53.39066114652219,nan,138.5288063474352,163.1899850039675,165.37469548607766,147.3591370080261,151.8243153830627
60,2.5,24.0,0.9056159121294817,nan,49.79366236668839,nan,125.89861457183548,162.87069575909808,169.19723616363223,147.89488309850512,151.46438774789527
61,2.5416666666666665,24.0,0.9036838685472807,nan,54.840725378358876,nan,137.37723724654035,163.4923632191632,166.65105331001504,146.2190074786018,149.2961802728263
62,2.5833333333333335,24.0,0.9026984261969725,nan,54.26874004116136,nan,135.79530507227383,163.9688963018474,166.45171881250522,146.62915625857735,149.33087055505447
63,2.625,24.0,0.9038996919989586,nan,51.7119690553779,nan,130.86817428677475,164.33764577564222,168.4713075149704,143.1044937904198,147.08041010029734
64,2.6666666666666665,24.0,0.9057643177608649,nan,51.30759271792185,nan,133.0847224778082,165.3327007206241,168.40851465353182,134.8082268622023,142.10011738679194
65,2.7083333333333335,24.0,0.9038975723087788,nan,43.863987419157965,nan,109.39847807169953,165.02590722892677,165.05259833526983,134.77463423734858,141.7558479669561
66,2.75,24.0,0.9022068828344345,nan,30.422328398561813,nan,121.99169985017028,163.15845918513696,164.35290761035458,128.38207328331637,139.10234665774792
67,2.7916666666666665,24.0,0.9001096561551094,nan,21.19337503754475,nan,127.23915760750569,161.97699604180434,164.40827339624397,126.74278870926818,137.61807473494227
68,2.8333333333333335,24.0,0.9024659693241119,nan,21.245669638887524,nan,120.55500541631848,162.36837229907655,168.61582547114628,128.62645455182113,138.8017135088337
69,2.875,24.0,0.9076802159349123,nan,35.46211420548288,nan,136.00108493718992,161.82169659935263,170.34366593980755,123.65673159416028,137.81438849265896
70,2.9166666666666665,24.0,0.9139303912719091,39.74532340334591,27.424539382339372,126.95365336226692,129.27964331463733,160.0366591894652,169.37595331352668,122.35535767607774,131.84255653629083
71,2.9583333333333335,24.0,0.9200396289428076,32.27253980474697,49.04943216175986,116.42221124706406,136.84197856600696,156.88308203657363,167.19684389607934,120.64605210427135,128.3665718878114
72,3.0,24.0,0.9253153751293818,27.7763070547262,52.07529642339888,108.81438850405219,137.61283049067097,154.74705208724984,167.77639441112072,118.18701582715086,128.6799528505075
73,3.0416666666666665,24.0,0.9315799201528231,24.497608309295043,55.016026442605686,114.20027843700969,150.75140268180843,159.7565958482475,170.8511372576604,114.7238713041051,129.62998466344257
74,3.0833333333333335,24.0,0.9369957447052002,35.840505900046416,42.822948514690026,107.79326217454758,127.65968741712545,149.61613395422248,163.6171470965166,113.10264788048028,123.28355574878476
75,3.125,24.0,0.9425026724735895,27.106937321392415,40.29811086253642,102.07838435964898,126.5537827640554,153.3452268035888,166.1583839608569,111.41396486719896,124.80992810182468
76,3.1666666666666665,24.0,0.9477971866726875,40.79122421777474,17.21140055228341,109.66385874801038,95.22309487624281,150.02307790458445,166.62882774832428,111.67077756180849,120.17459722339035
77,3.2083333333333335,24.0,0.9526368603110313,48.52738322244099,29.978309557540555,103.86259670219421,83.66796861061543,142.796312711691,161.40458576682212,108.71339543987673,115.84984900808922
78,3.25,24.0,0.9570935244361559,52.37100463941644,36.663484717367815,105.92417112063423,85.82372553850665,141.80489500282152,160.80591676551498,106.54615860950905,117.73845843047835
79,3.2916666666666665,24.0,0.9609857400258383,60.32816620275905,33.31193277792315,111.77562910925454,94.72693105545532,142.2520763622779,161.2788359796744,110.50791971242981,120.6362147469791
80,3.3333333333333335,24.0,0.9645683864752451,61.347026299852274,47.743379058463034,113.38653055393335,96.69604852828225,145.30770097300453,164.71405150627504,115.77073099391933,122.30294245820456
81,3.375,24.0,0.9677123626073202,66.36616207769256,44.42655297896349,117.1541407656502,93.72720895551595,148.05955863194077,164.83945262320537,119.62684866162532,125.22229798001088
82,3.4166666666666665,24.0,0.9705226942896843,66.56358554956898,44.63480998656788,117.58786792490233,98.69335157119295,149.9101390828772,166.42642801760846,123.18746003778118,126.70914005045007
83,3.4583333333333335,24.0,0.9729526365796725,65.84439432456143,42.729639408756654,115.61645812094478,108.74186412813886,155.55294202973246,166.34063735257502,130.8931556843387,127.78487068176885
84,3.5,24.0,0.9752567658821741,68.20996348234951,42.56746229863827,119.37036094129233,107.57765975790127,154.394174202129,163.3854502912526,130.01100964267133,127.34283542809757
85,3.5416666666666665,24.0,0.9773082733154297,68.8029405846689,41.30937526763744,118.6562581395027,106.76344219367923,157.31142963348336,162.52100576672896,133.28846999620762,127.20167830618647
86,3.5833333333333335,24.0,0.9791318451364835,67.90748701729581,40.15452155471656,118.98796523021788,105.052390529377,158.21894046915764,161.79231799304995,133.36116856644665,128.49247245502715
87,3.625,24.0,0.9807249506314596,68.89064474839365,34.6371778475679,119.80412359967553,110.00609906106074,156.33528395245978,160.52369521054237,131.1920150651361,128.4752241397536
88,3.6666666666666665,24.0,0.982246624926726,69.23228399677654,31.772266281454517,119.5268760924944,112.353296130259,153.014207642705,161.04328987087735,126.47983587930231,128.83276050153182
89,3.7083333333333335,24.0,0.983583057920138,71.00172501944996,31.379603936765598,120.20072501889264,109.9951062173772,151.5434712798394,160.87561908354363,126.12013660260843,128.52906687495422
90,3.75,24.0,0.984813911219438,67.89045000205982,31.072345716566595,117.54957295186503,109.32069587343219,156.48745737409234,166.96074518875727,131.4427768885219,134.3925787700587
91,3.7916666666666665,24.0,0.985801118115584,62.80479249883499,35.40595977784251,115.36119746415987,106.55295250608026,161.67145518862318,173.29079785115854,134.42201893851728,135.17597416525317
92,3.8333333333333335,24.0,0.9867317726214727,62.78293146999042,34.20167915036202,117.26315251490372,105.33581401831628,162.83507355865294,173.15789441254717,134.83872231004867,136.82058282411873
93,3.875,24.0,0.9874544764558474,63.519852036157914,32.750361930597435,117.79259601921115,104.47835986972991,164.22861210222314,174.91821694680397,134.4273110861815,137.4678365756613
94,3.9166666666666665,24.0,0.9881810123721758,63.89638814180039,33.907556992458765,116.44939825475619,103.7160414875264,164.5262487175949,173.2443244342592,135.53011221124547,136.734444436428
95,3.9583333333333335,24.0,0.9888145923614502,66.7306635820547,32.35916039620701,119.35454623436969,101.54931744894112,164.65823744148915,170.2160588854528,135.02077030592474,132.84022951523505
96,4.0,24.0,0.9893362919489542,71.91809716026034,31.40530878212593,121.29258362039945,99.35860553397251,163.39208918842908,167.48588395073708,135.24678125204807,130.24653343760056
97,4.041666666666667,24.0,0.9898311719298363,74.59759998250564,18.874945281319018,121.4066957765411,107.27343769687168,162.00359157804579,165.02190196050228,133.2956230678843,127.85540647031195
98,4.083333333333333,24.0,0.9902219548821449,72.7960116640639,19.239162407840933,121.17823967315985,104.74521829628814,163.33519076583082,164.67262819761777,135.12335715718385,128.36099112107115
99,4.125,24.0,0.9907624622186025,76.64616992208109,29.027934965304922,122.79732438119483,121.7049532053665,162.94904767541604,157.63098324466722,135.36725091356956,126.55725293961966
100,4.166666666666667,24.0,0.9911823446551958,75.41088626415507,27.732236514646715,122.63534674622599,117.9845936567123,161.50742454480104,157.50942684416847,133.07441750903251,126.37089116839303
101,4.208333333333333,24.0,0.9915128325422605,72.9538382677399,28.35682317999704,122.09990954696491,117.02669050991817,160.8529803752563,156.80853711167697,130.95040507871013,124.3899761074056
102,4.25,24.0,0.9919418692588806,77.1074266953178,33.64201092191856,122.62079964730256,116.50628329850171,155.18566856646956,151.98360747616272,127.98865233846979,123.39463009314089
103,4.291666666666667,24.0,0.9923188239336014,75.69140483292163,36.9983880392207,122.8808032437304,115.56285687513831,155.7841680823119,155.36535582441203,127.44280030824642,125.69529632200332
104,4.333333333333333,24.0,0.9925000071525574,75.22884344883505,40.25679545607651,121.38030486413311,115.51554552888544,154.03223437898885,153.8475033030036,126.78488806844578,124.64402972034804
105,4.375,24.0,0.992647593220075,73.43309592588501,47.04067675799015,123.31884683872728,120.52285135063983,156.01520391479158,155.05224270349086,123.19551952275893,123.73837921681474
106,4.416666666666667,24.0,0.9927508930365244,72.23373396286703,57.33513828381928,122.45372806146818,124.57632076539299,154.05634239072845,151.10138501639452,122.80789578028649,125.08065842731988
107,4.458333333333333,24.0,0.9924202685554823,63.6367892998211,52.41162765288721,121.78049977967694,122.3105501047748,154.64305515192757,155.36397148671463,119.140838091042,124.16196918514639
108,4.5,24.0,0.992021640141805,56.879803359539295,51.64496772688852,121.49323850123085,120.84621051118454,148.56778750014882,157.34279754270227,112.26281732610775,126.05487316743069
109,4.541666666666667,24.0,0.991703691581885,56.66853016208072,46.54187398719651,124.83405366651525,117.0444185286386,148.41025828941272,159.6983132657639,110.88389847687803,131.22064401502521
110,4.583333333333333,24.0,0.9917871927221616,55.27716294809392,46.4380407374725,123.53419345440548,115.6718038519444,141.8058145343678,159.5543069031773,110.49462842692382,132.7625139719757
111,4.625,24.0,0.9914874707659086,45.92854793956346,37.70339338901504,120.63774252975355,113.78063667550667,147.24321873168927,168.37592081099632,115.21218003462351,131.95380686850672
112,4.666666666666667,24.0,0.9908396328488985,56.14447224444946,46.38602768327869,125.50813699574924,112.56381969331785,142.94583673205074,166.36662793798553,120.15594774501744,138.4639124102836
113,4.708333333333333,24.0,0.9912475993235906,59.55750535135797,52.85518048052092,128.89382150321893,114.1822594255351,143.46398396457488,167.01892070086868,120.94009203004595,140.80326788833773
114,4.75,24.0,0.9917509630322456,50.67036332288732,49.49341576053454,124.90675764771657,108.87252385421992,146.0985041473048,172.27840306051334,124.10215045751302,144.84234469102478
115,4.791666666666667,24.0,0.9922503232955933,35.21116845468474,46.53781950658964,116.29949600323013,111.2324480516853,156.16726973354355,175.71657013327717,128.20679627711417,141.33278390767106
116,4.833333333333333,24.0,0.9926821365952492,40.10058872005072,43.86196694604731,124.35277890210041,108.87331852145348,157.52965385177916,176.23390168476587,132.58066623974833,142.18554061414335
117,4.875,24.0,0.993024634818236,41.85984475663284,48.134210819417966,125.24118340733233,110.2840549296717,156.425429829805,174.9690857090966,131.15930295508682,141.69730779214584
118,4.916666666666667,24.0,0.9934550101558367,28.515307911882882,47.69297353960676,115.94674569469105,110.82696811149737,161.42682454765665,174.64686775508434,132.00116787327852,140.16070414113975
119,4.958333333333333,24.0,0.9938062156240145,26.704794533281785,48.18674772061189,114.74582041162373,110.2340183007034,162.55931202265387,172.86098409904582,130.21624129306252,138.38204383848458
120,5.0,24.0,0.9940267776449522,27.901249257691322,50.14151928002542,115.47670103554609,110.9034534225177,161.05270719872374,172.49488371435677,129.90426370730785,138.28771397473994
121,5.041666666666667,24.0,0.9943150952458382,22.676265835462814,51.7222156798918,108.90498080755712,112.43218035732721,161.90593263181114,171.79328584122575,131.36684112929785,138.97692990061822
122,5.083333333333333,24.0,0.9946302672227224,19.252880138373367,53.35378864748826,105.25849036850892,113.51089759523289,164.91990207492884,172.33588560625927,132.67377567384762,139.90949805163856
123,5.125,24.0,0.9948329056302706,20.34077768945691,58.23469713518887,98.27387951408556,117.63971925845739,168.76147495055227,172.29575620869957,129.7186611671557,138.14155350478586
124,5.166666666666667,24.0,0.9950774858395258,23.372224733833068,57.39842035767413,95.7950348954814,118.8784641953186,170.40311302992464,172.86499210730975,128.3800280266278,137.76858753135497
125,5.208333333333333,24.0,0.9952565729618073,27.492354166094906,54.9478978752665,94.55016555231094,116.8372685628507,172.18509905713492,172.96151842696108,128.06261465968382,136.52819484724276
126,5.25,24.0,0.9954693590601286,26.871363532190642,53.31452435086422,96.44508920689765,117.51174032710728,172.56219358263746,172.7786365828054,125.67786137399047,134.81252696677006
127,5.291666666666667,24.0,0.9956577668587366,24.322894433772355,51.83230852022251,96.92432514319381,118.41794598730698,173.3784681000626,173.070318133537,123.67584048991145,133.55649465552406
128,5.333333333333333,24.0,0.99576619019111,20.340893704319136,50.221134446744706,100.3744199069768,118.84092369607502,173.6228607185117,173.27863887697637,120.94189103176844,131.29025666092477
129,5.375,24.0,0.9957438483834267,24.060519324530627,51.397463612197406,96.57111020557868,123.50885577414797,174.46770528286535,172.00630654692606,121.29632451467808,129.83679495339663
130,5.416666666666667,24.0,0.995720607539018,21.184300300027243,45.25910145583993,99.96882368195243,126.53243052467171,175.3642928100202,173.59487637230092,122.05380817107037,130.2229314077719
131,5.458333333333333,24.0,0.9956326931715012,21.08871352123523,45.202471298209396,100.03737487391011,132.79479309629122,174.62915298717667,172.1621249955916,123.91259722708722,130.78176462336992
132,5.5,24.0,0.995518833398819,23.745021684292603,38.898643952097935,92.70833590110809,125.9525132426845,170.29676894954903,168.7904196172098,127.40639060869186,134.30350011956855
133,5.541666666666667,24.0,0.9951838925480843,28.88044154890784,20.611662560131403,91.90927251644636,97.47454175357707,171.67534253263233,170.38710415701186,130.61486006794547,135.09984397888567
134,5.583333333333333,24.0,0.9949326887726784,19.44844882861119,21.254347342284625,95.7243120986738,116.82118502130525,178.00932767911624,175.27671302570118,135.1844052986639,138.85537739976823
135,5.625,24.0,0.9946085413297018,15.641176672787564,15.53774675792479,94.78895157503362,109.62714259115641,175.0795874142307,174.37693107918918,134.16220328801546,138.98857343058577
136,5.666666666666667,24.0,0.9942435895403227,15.129689661892343,18.199240741032327,97.3172668387448,108.64514745813128,177.54123869956973,175.51850105467707,134.66195368978134,140.68894606579687
137,5.708333333333333,24.0,0.9938950538635254,13.43278133598099,23.00286640791722,92.04889983385397,110.01796552571979,167.49454157362624,172.6820805790349,131.47399338040435,137.88702010722463
138,5.75,24.0,0.993275282283624,10.749441595553504,19.134361120920758,94.8717206317545,117.61951785539732,164.74213446520966,172.22008497364624,128.01329068073628,135.54755171136887
139,5.791666666666667,24.0,0.9920124833782514,10.849557953854065,19.303592075905215,93.67991338935452,124.48366925374653,156.02743426903027,174.93577423268871,120.48674414484927,131.42863298554568
140,5.833333333333333,24.0,0.9916013479232788,30.45684634213245,19.539794498884945,113.44931235344349,124.23669997686665,157.0378406765861,174.42143291105157,116.85499942692424,128.15401645950905
141,5.875,24.0,0.9899035121003786,26.67241731752725,19.034514263271507,107.48220294300623,118.657954127383,157.8659779198822,171.4992010017007,120.011830641306,128.89701377918504
142,5.916666666666667,24.0,0.9889037584265074,38.19977894583036,17.130302566249988,113.6902883417557,121.9177360221018,155.37040549176646,168.10966737662352,119.96784116288079,127.74317239484323
143,5.958333333333333,24.0,0.9885315845410029,48.0225205796262,16.247355908727048,120.02064647582276,123.2693172423523,155.75658212814992,164.2465801435014,126.4528715046499,128.96954177975226
144,6.0,24.0,0.9874043464660645,51.00768678835018,15.97992979575408,120.33703797041841,125.18112636551415,154.687103557576,161.73336311067425,128.86874878649155,128.97158654048914
145,6.041666666666667,24.0,0.9868944262464842,51.7440355506848,16.575117738166718,120.01945207064637,121.09939294400561,154.6516106224218,162.84105539381164,128.81899069439626,129.85287235739605
146,6.083333333333333,24.0,0.9867453326781591,56.752149265891845,18.701325555242164,123.41069919796246,114.22697135809518,154.79936088886612,161.48505088102087,129.27920627904996,129.00676780591954
147,6.125,24.0,0.9859242935975393,57.11636930175441,19.677095571598354,126.46193129134063,111.90056554919668,154.21140749968015,161.6553193581633,131.13130169817626,130.28212531788202
148,6.166666666666667,24.0,0.9847056865692139,52.54953812667684,20.73857842065245,122.48006829088882,109.4890386702017,153.7246738078735,149.85217970237073,134.6164388225017,123.34235323865717
149,6.208333333333333,24.0,0.984065979719162,50.09953963761799,20.487557250791216,119.66491224777131,107.36962916400957,155.0861522958673,154.20700842110256,135.36476836019932,126.41121548888181
150,6.25,24.0,0.9839808071653048,45.680912228592824,20.99079159066729,117.32687783756514,106.8060894304876,154.88315578201937,155.34248697639748,135.84833183146966,129.58594744250033
151,6.291666666666667,24.0,0.9829186648130417,42.231245206568474,20.980919001755925,117.49501560036947,108.22524264454675,155.1661297579551,159.5314753814722,136.1310330803396,134.40325794568008
152,6.333333333333333,24.0,0.9822461133201917,39.14433965908949,21.920557937892184,116.28760064311128,106.88253358084594,157.0161627914893,159.69103055590048,136.35388615006133,134.6664769531966
153,6.375,24.0,0.9814307019114494,34.14244982652808,20.88822038486449,111.0149630645875,105.66488666193543,152.77340450343195,157.09114724347955,135.27184120776786,134.70631653652242
154,6.416666666666667,24.0,0.981314959625403,32.92363615552722,24.16096025541899,116.6478118726025,103.07023506253233,156.30481212230066,163.72412052785114,135.20475220548516,134.25166994864801
155,6.458333333333333,24.0,0.9819189831614494,31.62390201902061,26.170691179910573,120.29798724827613,102.39461422208434,156.39348106949706,164.67552236268654,131.83265515669333,133.84881128600261
156,6.5,24.0,0.9824101875225703,26.4685641967625,28.906579840584698,122.18423118089723,102.62668936858832,156.16959798238696,168.9858807574613,129.70798286826002,135.38945425889762
157,6.541666666666667,24.0,0.9832064931591352,23.46527580305153,26.50979218188334,118.21773315737472,102.19489097253222,156.24134770582515,166.5329559079545,129.14815629689403,133.18129059116615
158,6.583333333333333,24.0,0.9838507771492004,22.56125722509459,24.280726109653095,119.16806568339813,105.2313647042173,154.17026338987657,165.58760427022395,129.84675294115397,134.75611834535917
159,6.625,24.0,0.9842866460482279,20.230737348392022,24.864386123188076,117.7413551357197,100.52619747819887,152.57211684349107,165.3125910667513,130.00057536232254,136.4437305910264
160,6.666666666666667,24.0,0.9847041542331377,27.616413949254582,22.623648886988793,125.95757716601291,102.97644538046279,153.3902711770417,166.15470919080926,125.4264243103851,133.09784361654445
